intervalo;setor;endereco;turno;rota_setor;frequencia
07:30 ÌÊ 12:00 hs;jun/14;R CÌÒRREGO DO ARCANJO;MANHÌÄ;19;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R BURITIRANO;MANHÌÄ;20;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R XAVIER;MANHÌÄ;21;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R BURITIRANO;MANHÌÄ;22;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R CÌÒRREGO DO ARCANJO;MANHÌÄ;23;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;AV JOSÌäLIA;MANHÌÄ;24;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R TEREZA CARNEIRO;MANHÌÄ;25;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R CARLOS MARICHELA;MANHÌÄ;26;DIARIA
07:30 ÌÊ 12:00 hs;jun/14;R TEREZA CARNEIRO;MANHÌÄ;27;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R TEREZA CARNEIRO;TARDE;28;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CARLOS MARICHELA;TARDE;29;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;AV JOSÌäLIA;TARDE;30;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ÌGUIA BRANCA;TARDE;31;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R DAMOLÌâNDIA;TARDE;32;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ALVARÌÄES;TARDE;33;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CRAOLÌâNDIA;TARDE;34;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R DAMOLÌâNDIA;TARDE;35;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CRAOLÌâNDIA;TARDE;36;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ÌGUIA BRANCA;TARDE;37;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ATOR DOUTOR CAETÌä;TARDE;38;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;3å» TV DO COMISSÌRIO;TARDE;39;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;RIVELÌâNDIA;TARDE;40;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;AV JOSÌäLIA;TARDE;41;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ALTO DO LEONARDO;TARDE;42;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R TEREZA CARNEIRO;TARDE;43;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;AV JOSÌäLIA;TARDE;44;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CARLOS MARICHELA;TARDE;45;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;46;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DO BOLEIRO;TARDE;47;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CIETO PRAIA;TARDE;48;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DO BOLEIRO;TARDE;49;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ARACITABA;TARDE;50;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ARAGUANA;TARDE;51;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DO BOLEIRO;TARDE;52;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ARACITABA;TARDE;53;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DO BOLEIRO;TARDE;54;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;55;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R FELISBURGO;TARDE;56;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;LD SUBIDA DA ASSEMBLÌäIA;TARDE;57;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;58;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CRAOLÌâNDIA;TARDE;59;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;60;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;61;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;62;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R FAGUNDES;TARDE;63;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R ALVARÌÄES;TARDE;64;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DO LEÌÓNCIO;TARDE;65;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;AV JOSÌäLIA;TARDE;66;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R FAGUNDES;TARDE;67;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R CÌÒRREGO DA AREIA;TARDE;68;DIARIA
13:00 ÌÊ 17:20 hs;jun/14;R NOVA DESCOBERTA;TARDE;69;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;SUBIDA PEDRO BRÌS;MANHÌÄ;1;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R RIO NOVO;MANHÌÄ;2;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ROSINA BAZANTE;MANHÌÄ;3;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R OLÌMPIO BAZANTE;MANHÌÄ;4;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R OLÌMPIO BAZANTE;MANHÌÄ;5;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R RESPLENDOR;MANHÌÄ;6;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R MIGUEL CARNEIRO;MANHÌÄ;7;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R SENADOR MILTON CAMPOS;MANHÌÄ;8;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R SENADOR MILTON CAMPOS;MANHÌÄ;9;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ALTO DO MUNDO NOVO;MANHÌÄ;10;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R COMPOSITOR JOSÌä DANTAS;MANHÌÄ;11;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R COMPOSITOR JOSÌä DANTAS;MANHÌÄ;12;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R FREDERICO OZANAN;MANHÌÄ;13;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ALTO DO EUCALIPTO;MANHÌÄ;14;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ITABORA;MANHÌÄ;15;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R DO AGRESTE;MANHÌÄ;16;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R CASSATUBA;MANHÌÄ;17;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R CASSATUBA;MANHÌÄ;18;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R CATIGUÌ;MANHÌÄ;19;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R CANAPI;MANHÌÄ;20;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ASSUNÌàÌÄO;MANHÌÄ;21;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ASSUNÌàÌÄO;MANHÌÄ;22;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R DOIS DE FEVEREIRO;MANHÌÄ;23;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;1å» TV DA MOCIDADE;MANHÌÄ;24;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R DA SANTINA;MANHÌÄ;25;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ALÌPIO BAZANTE;MANHÌÄ;26;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R RIO NOVO;MANHÌÄ;27;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R EDUARDO MENEZES;MANHÌÄ;28;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R DA SANTINA;MANHÌÄ;29;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R RESPLENDOR;MANHÌÄ;30;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R IMBAÌ_BA;MANHÌÄ;31;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R IMBAÌ_BA;MANHÌÄ;32;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R SUBIDA DO CAJUEIRO;MANHÌÄ;33;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ANA JATAUBA;MANHÌÄ;34;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R ITAJURU;MANHÌÄ;35;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R NOVA ESPERANÌàA;MANHÌÄ;36;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R MONSENHOR TEOBALDO ROCHA;MANHÌÄ;37;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R MONSENHOR TEOBALDO ROCHA;MANHÌÄ;38;DIARIA
07:30 ÌÊ 12:00 hs;jun/18;R TAQUARAL;MANHÌÄ;39;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;V UM POR TODOS;TARDE;40;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;V UM POR TODOS;TARDE;41;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R PEDRA LAVADA;TARDE;42;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R DUNAS;TARDE;43;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ATAPUZ;TARDE;44;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ALTO TREZE DE MAIO;TARDE;45;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ALTO TREZE DE MAIO;TARDE;46;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R JOSÌä CARNEIRO LINS;TARDE;47;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R JOSÌä CARNEIRO LINS;TARDE;48;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ARAGUAÌNA;TARDE;49;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ARAGUAÌNA;TARDE;50;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R CURITIBA;TARDE;51;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R IRMÌÄ MARIA ARGEMIRA;TARDE;52;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R RIO RUFINO;TARDE;53;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R CHUI;TARDE;54;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R MARIA DA HORA;TARDE;55;DIARIA
13:00 ÌÊs 17:20 hs;jun/18;R ARACAÌBA;TARDE;56;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DOIS DE FEVEREIRO;MANHÌÄ;1;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R ANTÌÓNIO SERAFIM DE SOUZA;MANHÌÄ;2;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DOIS DE FEVEREIRO;MANHÌÄ;3;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R CAXAMBU;MANHÌÄ;4;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R JAPARATUBA;MANHÌÄ;5;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R MONTE BELO;MANHÌÄ;6;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DOIS DE MAIO;MANHÌÄ;7;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R PINTO RIBEIRO;MANHÌÄ;8;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DOZE DE JANEIRO;MANHÌÄ;9;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DESEMBARGADOR FONSECA GALVÌÄO;MANHÌÄ;10;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R COSTA RIBEIRO;MANHÌÄ;11;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R VINTE TRÌ_S DE AGOSTO;MANHÌÄ;12;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R JAPARATUBA;MANHÌÄ;13;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R MARIALVA;MANHÌÄ;14;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R VASCO DA GAMA;MANHÌÄ;15;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R MIGUEL CARNEIRO;MANHÌÄ;16;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R SUMÌä;MANHÌÄ;17;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;1å» TV DA MOCIDADE;MANHÌÄ;18;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;TV DOIS DE FEVEREIRO;MANHÌÄ;19;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R FREDERICO OZANAN;MANHÌÄ;20;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R AUGUSTO LIMA;MANHÌÄ;21;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R MIRANDELA;MANHÌÄ;22;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R ALTO DO EUCALIPTO;MANHÌÄ;23;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;SUBIDA DA BACARDI;MANHÌÄ;24;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R ARARI;MANHÌÄ;25;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R PARDAL;MANHÌÄ;26;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R PIRIZAL;MANHÌÄ;27;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R CAMBORIÌ_;MANHÌÄ;28;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R NICOLINO MIRANDA;MANHÌÄ;29;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;AV VEREADOR OTACÌLIO AZEVEDO;MANHÌÄ;30;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DIADEMA;MANHÌÄ;31;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R DOURADINHA;MANHÌÄ;32;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R CERRO AZUL;MANHÌÄ;33;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R ALTO DO EUCALIPTO;MANHÌÄ;34;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;TV JARDIM NOVA VIDA;MANHÌÄ;35;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;TV PIRIZAL;MANHÌÄ;36;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R CÌÒRREGO DO CAROÌ;MANHÌÄ;37;DIARIA
08:00 ÌÊ 12:00 hs;jun/20;R JOSÌä REBOUÌàAS;MANHÌÄ;38;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ARY PETER;TARDE;39;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R CÌÒRREGO DO EUCLIDES;TARDE;40;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R TOBATI;TARDE;41;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R DO TAPA;TARDE;42;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R PICUÌ;TARDE;43;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R NINA;TARDE;44;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R CÌÒRREGO DO OURO;TARDE;45;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ALTO DO BAMBUÌ;TARDE;46;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R CÌÒRREGO DO OURO;TARDE;47;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ALTO DO BAMBUÌ;TARDE;48;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R DA MOCIDADE;TARDE;49;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ANGUERETA;TARDE;50;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R JAPERÌ;TARDE;51;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R PLANALTO;TARDE;52;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ALTO NOSSA SENHORA DE FÌTIMA;TARDE;53;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;2å» TV ALTO DO BAMBUÌ;TARDE;54;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R URUCARA;TARDE;55;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R JUDITE;TARDE;56;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ANAJÌS;TARDE;57;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R NOSSA SENHORA DE FÌTIMA;TARDE;58;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R MAJOR IZIDORO;TARDE;59;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R DOUTOR DURVAL;TARDE;60;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ANTÌÓNIO PINTO LAPA;TARDE;61;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R DOUTOR DURVAL;TARDE;62;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R NOSSA SENHORA DE FÌTIMA;TARDE;63;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R TAPIRANGA;TARDE;64;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;1å» TV DA MOCIDADE;TARDE;65;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R CARAVELAS;TARDE;66;DIARIA
13:00 ÌÊ 15:00 hs;jun/20;R ITAQUATIARA;TARDE;67;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R ARLINDO CISNEIROS;MANHÌÄ;1;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CHÌÄ DE ALEGRIA;MANHÌÄ;2;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R BOMBA DO HEMETÌäRIO;MANHÌÄ;3;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R PASTOR EVANGÌäLICO BENOBY C DE SOUZA;MANHÌÄ;4;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R MERCÌ_RIO;MANHÌÄ;5;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R URÌâNIA;MANHÌÄ;6;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CÌÒRREGO ANTÌÓNIO RODRIGUES;MANHÌÄ;7;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R PITA;MANHÌÄ;8;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CÌÒRREGO ANTÌÓNIO RODRIGUES;MANHÌÄ;9;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;TV ANTÌÓNIO MEIRA;MANHÌÄ;10;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R ARAPIXUNA;MANHÌÄ;11;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R TAMBOARA;MANHÌÄ;12;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R LADEIRA DE PEDRA;MANHÌÄ;13;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;AV ANIBAL BENÌäVOLO;MANHÌÄ;14;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R SODRELÌâNDIA;MANHÌÄ;15;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R LEVINÌÒPOLIS;MANHÌÄ;16;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;TV MARILENA;MANHÌÄ;17;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R PLANALTINA;MANHÌÄ;18;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R SERRA PRETA;MANHÌÄ;19;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R MONTE SANTO;MANHÌÄ;20;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CÌÒRREGO JOSÌä GRANDE;MANHÌÄ;21;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R MÌRIO DE ANDRADE;MANHÌÄ;22;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CÌÒRREGO DO BARTOLOMEU;MANHÌÄ;23;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;LRG DOM LUIZ;MANHÌÄ;24;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R JOAQUIM TEIXEIRA;MANHÌÄ;25;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;LD DO APIQUE;MANHÌÄ;26;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R ITAQUATIARA;MANHÌÄ;27;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R ITACOLOMIS;MANHÌÄ;28;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;BC DO COCHICHO;MANHÌÄ;29;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;ESTR DO MORRO DA CONCEIÌàÌÄO;MANHÌÄ;30;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R DO MORRO DA CONCEIÌàÌÄO;MANHÌÄ;31;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R SANTA GERTRUDES;MANHÌÄ;32;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R ALTO ALEGRE;MANHÌÄ;33;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R CEARÌ-MIRIM;MANHÌÄ;34;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R TUPÌÄ;MANHÌÄ;35;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R DO DENDÌ_;MANHÌÄ;36;DIARIA
07:30 ÌÊ 12:00 hs;jun/22;R MACÌU;MANHÌÄ;37;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R DA MACAÌBA;TARDE;38;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R VARJOTA;TARDE;39;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R WÌGNER;TARDE;40;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;TV TAMBOARA;TARDE;41;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R URUTAI;TARDE;42;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R GROTAS;TARDE;43;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R TIMBURI;TARDE;44;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R SODRÌäLIA;TARDE;45;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R SOLEMAR;TARDE;46;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R CARANDAÌ;TARDE;47;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R DO CANDOMBLÌä;TARDE;48;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R CARANDAÌ;TARDE;49;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R CÌÒRREGO DO EUCLIDES;TARDE;50;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R LADY LEÌÄO;TARDE;51;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R PROFESSOR ALEXANDRE BORGES;TARDE;52;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R GUAIÌàARA;TARDE;53;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R ITAQUATIARA;TARDE;54;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R SANTA GERTRUDES;TARDE;55;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R DA CONCEIÌàÌÄO;TARDE;56;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R EDSON;TARDE;57;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R AMBORÌä;TARDE;58;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R MACÌU;TARDE;59;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R MARIA TERESA DOURADO E SILVA;TARDE;60;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R RISSETE;TARDE;61;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;ESTR DO MORRO DA CONCEIÌàÌÄO;TARDE;62;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;LRG DOM LUIZ;TARDE;63;DIARIA
13:00 ÌÊ 17:20 hs;jun/22;R JOAQUIM TEIXEIRA;TARDE;64;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R TAPEJARA;MANHÌÄ;1;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R CAMPO ALEGRE;MANHÌÄ;2;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R ALCIDES LIMA;MANHÌÄ;3;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R CECÌLIA REIS;MANHÌÄ;4;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R IVO AUGUSTO;MANHÌÄ;5;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R MANOEL APOLINÌRIO;MANHÌÄ;6;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R CABO EPITÌCIO LUCENA;MANHÌÄ;7;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R MACAMBÌä;MANHÌÄ;8;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R ASSUREMA;MANHÌÄ;9;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R VALERIANO LOBO;MANHÌÄ;10;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R MARAGOGI;MANHÌÄ;11;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R SEIS;MANHÌÄ;12;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R JUBIM;MANHÌÄ;13;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R MARAGOGI;MANHÌÄ;14;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R ACAIACA;MANHÌÄ;15;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R PINTOR MÌRIO NUNES;MANHÌÄ;16;DIARIA
07:30 ÌÊ 12:00 hs;jun/24;R PRINCIPAL;MANHÌÄ;17;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R PINTOR MÌRIO NUNES;MANHÌÄ;18;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R SEVERINO BERNARDINO PEREIRA;TARDE;19;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R SEVERINO BERNARDINO PEREIRA;TARDE;20;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R LUIZ GONZAGA DE SOUZA;TARDE;21;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R HORÌCIO SILVA;TARDE;22;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R MANGABEIRA;TARDE;23;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R AZURITA;TARDE;24;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R MANGABEIRA;TARDE;25;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R MARIA GONÌàALVES;TARDE;26;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R JACOB;TARDE;27;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R DO CINEMA;TARDE;28;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R NICÌäAS ARCOVERDE GUSMÌÄO;TARDE;29;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R ESMERALDAS;TARDE;30;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R DESEMBARGADOR HERÌCLITO CAVALCANTI;TARDE;31;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R SANTELMO;TARDE;32;DIARIA
13:00 ÌÊ 17:20 hs;jun/24;R MARIA GONÌàALVES;TARDE;33;DIARIA
